objective,metric,OG,CHECK,FNO
DESC ForceBalance objective,size,16562,16562,16562
DESC ForceBalance objective,l2,4199.415940722715,2511.813000640269,86834.97598290698
DESC ForceBalance objective,max_abs,311.37233234721486,289.428045147913,2634.61937389167
DESC ForceBalance objective,mean_abs,15.447133922677539,8.389047737701416,362.06784854336934
DESC ForceBalance objective,rms,32.63115921657051,19.51780226181609,674.7428611174122
DESC ForceBalance objective,status,ok,ok,ok
